project_number,project_link,hpa_number,location,property,description,review_type,recommendation,meeting_link,previous_review,cfa_action,submitted_documents,owner,,superseded_by
OG 22-106,/records-research/project-search/og-22-106,HPA 22-199,"3419 Q Street, NW
United States",Residence,Garage door enlargement and replacement,Permit,"No objection to issuance of permit for enlargement and replacement of garage door, per supplemental materials received 28 March 2022, which indicate new paneled door would have a smooth finish.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.
",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/43335,,,,,,
OG 22-110,/records-research/project-search/og-22-110,HPA 22-203,"3231 Reservoir Road, NW
United States",Residence,"Demolish existing garage, construct new retaining wall",Permit,"No objection to issuance of permit for demolition of existing garage and construction of new retaining wall, per supplemental materials received 28 March 2022, which indicate this scope will be Phase 1 of the larger project that includes construction of the new garage (see OG 22-046 for full scope).  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.
",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/43335,,,,,,
OG 22-115,/records-research/project-search/og-22-115,HPA 22-208,"3970 Reservoir Road, NW
United States",Institution,Install rooftop electrical load bank,Permit,"No objection to issuance of permit for the installation of an electrical load bank on the roof, per materials received 18 March 2022, PROVIDED the equipment is painted light gray.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.
",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/43335,,,,,,
OG 22-124,/records-research/project-search/og-22-124,HPA 22-217,"2445 P Street, NW
United States",Residence,"New handrail, brick relaying",Permit,"No objection to issuance of permit for site work, per supplemental materials received 24 March 2022, including new handrails at entrance stair and brick relaying.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.
",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/43335,,,,,,
OG 22-128,/records-research/project-search/og-22-128,HPA 22-221,"2715 Q Street, NW
United States",Dumbarton House,Entrance reconfiguration at visitor center,Concept,"No objection to concept approval for entrance reconfiguration at east wing, including new ramps, grade changes, and new handrails, per supplemental materials received 30 March 2022.  File permit submission at DCRA with detailed and dimensioned drawings for review by the Commission.
",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/43335,,,,,,
OG 22-018,/records-research/project-search/og-22-018,HPA 22-028,"3104 Dumbarton Street, NW
United States",Residence,Window restoration and replacement of garage door,Permit,"No objection to issuance of permit for restoration of four windows on west elevation and replacement of garage door on north elevation, per supplemental materials received 10 February 2022.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.
",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/43334,,,,,,
OG 22-062,/records-research/project-search/og-22-062,HPA 22-115,"3147 P Street, NW
United States",Residence,Site alterations,Concept,"No objection to concept design for landscape alterations, including new paving, relocation of pool, and new fountains, per supplemental materials received 14 February 2022, which indicate that the green roof and demolition of sections of the garage are no longer part of this scope and will be submitted at a later time.  File permit submission at DCRA with detailed and dimensioned drawings for review by the Commission.
",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/43334,,,,,,
OG 22-065,/records-research/project-search/og-22-065,HPA 22-118,"3122 M Street, NW
United States",Commercial,"Storefront alterations, signage for Smoothie King",Concept,"No objection to concept design for sign for Smoothie King, per supplemental materials received ___ March 2022, which indicate that the new sign band shall extend no wider than the inner piers and only slightly taller than the letters, PROVIDED the letter faces are solid to allow for halo-lit affect.
",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/43334,,,,,,
OG 22-073,/records-research/project-search/og-22-073,HPA 22-126,"1234 34th Street, NW
United States",Residence,Window and door replacement,Permit,"No objection to issuance of permit for renovation of property, including window and door replacements, installation of window wells, and reconfiguration of floor plans, per supplemental materials received 18 February 2022, PROVIDED all front and alley elevation windows are single-glazed, true-divided-lite wood windows.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.
",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/43334,,,,,,
OG 22-088,/records-research/project-search/og-22-088,HPA 22-159,"1300 Wisconsin Avenue, NW
United States",Commercial,Signage for Pressed,Permit,"No objection to issuance of permit for sign over entrance reading ""Pressed,"" and applied vinyl logo on door, per supplemental materials received ___ March 2022.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.
",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/43334,,,,,,
OG 22-092,/records-research/project-search/og-22-092,HPA 22-163,"3223 M Street, NW
United States",Commercial,Rear addition,Permit,"No objection to issuance of permit for rear addition, basement addition, and storefront restoration, per supplemental materials received 15 February 2022.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.
",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/43334,,,,,,
OG 22-094,/records-research/project-search/og-22-094,HPA 22-165,"3416 Prospect Street, NW
United States",Residence,Addition,Permit,"No objection to issuance of permit for rooftop addition, per supplemental materials received 28 February 2022.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.
",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/43334,,,,,,
OG 22-095,/records-research/project-search/og-22-095,HPA 22-166,"3233 P Street, NW
United States",Commercial,Sign for Bespoke Aesthetics & Wellness ,Permit,"No objection to issuance of permit for new painted sign reading ""Bespoke Aesthetics & Wellness"" on the existing sign band, per materials received 11 February 2022.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.
",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/43334,,,,,,
OG 22-097,/records-research/project-search/og-22-097,HPA 22-168,"2823 N Street, NW
United States",Residence,"Alterations, site work",Permit,"No objection to issuance of permit for site work and new light fixtures, per materials received 11 February 2022.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.
",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/43334,,,,,,
OG 22-098,/records-research/project-search/og-22-098,HPA 22-169,"1055 Wisconsin Avenue, NWW
United States",Residence,Install sliding glass and aluminum enclosure at terrace facing C&O Canal,Permit,"No objection to issuance of permit to enclose existing terrace with aluminum frame and glass enclosure, including string lights, per materials received 11 February 2022.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.
",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/43334,,,,,,
OG 22-099,/records-research/project-search/og-22-099,HPA 22-170,"1688 31st Street, NW
United States",Residence,"New garage, rear addition, alterations",Permit,"No objection to issuance of permit for rear addition, new garage, and fenestration alterations, per supplemental materials received 17 February 2022.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.
",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/43334,,,,,,
OG 22-100,/records-research/project-search/og-22-100,HPA 22-171,"3264 S Street, NW
United States",Residence,Fire damage repair and replacement,Permit,"No objection to issuance of permit for repairs and renovation, including window replacement, due to fire damage, per supplemental materials received __ February 2022, which indicate all renovation work will match that of previously reviewed permits with minor revisions to the fenestration on the east and south elevations, PROVIDED the garage door is wood and the replacement windows on the north and west elevations are single-glazed, true-divided-light wood windows.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.
",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/43334,,,,,,
CFA TBD-1,/records-research/project-search/cfa-tbd-1,,"3052 R Street, NW
United States",Montrose Park,Rehabilitate existing comfort station,Permit,"No objection to issuance of permit for alterations to existing comfort station, per materials received 14 January 2022.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/43333,,,,National Park Service,,
OG 21-268,/records-research/project-search/og-21-268-0,HPA 21-472,"3104 Dumbarton Street, NW
United States",Residence,Window restoration and replacement of garage door,Concept,"No objection to concept design for restoration of four windows and replacement of garage door, per materials received 13 January 2022. Submit detailed and dimensioned drawings for review by the Commission under existing permit application OG 22-018 (HPA 22-028).",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/43333,,,,,,
OG 22-007,/records-research/project-search/og-22-007,HPA 22-017,"3340 N Street, NW
United States",Residence,Install shutters on front facade,Permit,"No objection to installation of operable, louvered wood shutters sized to fit the individual window openings on front facade, per supplemental materials received 31 January 2022, PROVIDED shutters are mounted to the brickmould and shutter dog hardware is driven into mortar, not masonry; existing penetrations in the mortar should be used where possible.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/43333,,,,,,
OG 22-050,/records-research/project-search/og-22-050,HPA 22-103,"3416 Reservoir Road, NW
United States",Residence,Replace roof,Permit,"No objection to issuance of permit for replacement of existing roof, per supplemental materials received 31 January 2022, which indicate a new lead-coated copper standing seam roof at the front and a thermoplastic polyolefin (TPO) roof membrane at the rear.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/43333,,,,,,
OG 22-056,/records-research/project-search/og-22-056,HPA 22-056,"1061 Thomas Jefferson Street, NW
United States",Commercial,Rear fence replacement,Permit,"The Commission regrets that work commenced without permit. No objection to issuance of permit to demolish the brick garden wall along the eastern edge of the rear yard and build a horizontal slat, wood fence and gate, and install one painted metal light fixture at the front entrance, per supplemental materials received 26 January 2022.   Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/43333,,,,,,
OG 22-058,/records-research/project-search/og-22-058,HPA 22-111,"1238 29th Street, NW
United States",Residence,Replace shutters at front,Permit,"No objection to issuance of permit for installation of operable wood louvered shutters on the front facade, per supplemental materials received 26 January 2022.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/43333,,,,,,
OG 22-059,/records-research/project-search/og-22-059,HPA 22-112,"1218 31st Street, NW
United States",Commercial,Rear addition,Permit,"No objection to issuance of permit for rear addition, per supplemental materials received 25 January 2022, PROVIDED a materials mockup is installed on site and reviewed by OGB prior to construction.  The mockup must include samples of the undulating metal louver system.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/43333,,,,,,
OG 22-060,/records-research/project-search/og-22-060,HPA 22-113,"3631 Prospect Street, NW
United States",Institution,Replace roof; restore windows; repair and replace siding,Permit,"No objection to issuance of permit for rehabilitation of property, per supplemental materials received 21 January 2022. Scope of work includes replacement of roof; restoration of windows; and repair/replacement of wood siding.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/43333,,,,,,
OG 22-061,/records-research/project-search/og-22-061,HPA 22-114,"3629 Prospect Street, NW
United States",Institution,"Replace roof; replace window at side; repair of replace damaged siding, trim, and cornice",Permit,"No objection to issuance of permit for rehabilitation of property, per materials received 14 January 2022. Scope of work includes replacement of roof; repair of windows; replacement of non-historic basement window; repointing masonry walls; and repair/replacement of damaged wood siding, trim, and cornice.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/43333,,,,,,
OG 22-063,/records-research/project-search/og-22-063,HPA 22-116,"3412 Dent Place, NW
United States",Fire and EMS station,Installation of cellular equipment,Concept,"No objection to concept design for installation of exterior cellular equipment, per materials received 31 January 2022, PROVIDED all exterior hardware is driven into mortar, not masonry. File permit submission at DCRA with detailed and dimensioned drawings for review by the Commission.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/43333,,,,,,
OG 22-064,/records-research/project-search/og-22-064,HPA 22-117,"3627 Prospect Street, NW
United States",Institution,Enclose garage with windows; repair/replace trim; restore door; repair windows; replace roof,Permit,"No objection to issuance of permit for alterations to and rehabilitation of property, per supplemental materials received 30 January 2022, PROVIDED as much of the existing slate roof shingles are retained as feasible. Scope of work includes enclosure of garage with windows; repair/replacement of wood trim; restoration of front door; repair of windows; and in-kind replacement of slate roof at front and replacement of standing seam metal roof with copper at rear.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/43333,,,,,,
OG 22-067,/records-research/project-search/og-22-067,HPA 22-120,"1632 33rd Street, NW
United States",Residence,Roof replacement,Permit,"No objection to issuance of permit for roof replacement and repair, per materials received 14 January 2022, including replacement of front 3-tab shingles with architectural shingles in ""silver birch.""  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/43333,,,,,,
OG 22-068,/records-research/project-search/og-22-068,HPA 22-122,"1414 29th Street, NW
United States",Residence,Roof replacement,Permit,"No objection to issuance of permit for repair and replacement of existing slate shingles on front mansard roof, per supplemental materials received 21 January 2022, PROVIDED existing slate is salvaged and reused as much as possible and mixed in with new slate.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/43333,,,,,,
OG 22-069,/records-research/project-search/og-22-069-0,HPA 22-122,"2909 M Street, NW
United States",Commercial,Replace a window and two doors at front elevation,Permit,"No objection to issuance of permit for replacement of two doors and two-part storefront window with new wood doors and four-part wood window, per materials received __ February 2022, which indicate that single-pane glass will be specified for the new windows.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/43333,,,,,,
OG 22-071,/records-research/project-search/og-22-071,HPA 22-124,"1414 27th Street, NW
United States",Residence,Replace roof and gutters,Permit,"No objection to issuance of permit for replacement of existing asphalt shingle roof and gutters/downspouts, per supplemental materials received 25 January 2022. Drawings indicate that new roof will be matte-black painted standing seam metal, and gutters will have half-round profile.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/43333,,,,,,
OG 22-075,/records-research/project-search/og-22-075,HPA 22-128,"1234-1242 Wisconsin Avenue, NW
United States",Commercial,"Paint selection, bike access door, and other revisions to permit",Revised permit,"No objection to revise previously approved permit OG 20-117/HPA 20-206 to install a metal overhead bike access door on the west elevation, revise the ground floor window proportions on the south elevation of the new addition, paint the buildings a neutral color palette loosely based on the historic paint analysis, and; use exterior cladding materials per mock-up panel reviewed on site on 11 January 2022, PROVIDED the louver cladding is changed to ""knotty pine"", per supplemental materials received 28 January 2022.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/43333,,,,,,
OG 22-077,/records-research/project-search/og-22-077,HPA 22-130,"3600 P Street, NW
United States",Institution,"Repair and replace trim, cornice, siding; repair masonry; replace wall caps",Permit,"No objection to issuance of permit for select replacement and repair to the existing wood siding in-kind except for one course, closest to the ground, to be replaced with aluminum on the west elevation; repairs to the roof and cornice, windows, and stoop; and replacement of the second floor window on the west elevation with a full frame, true-divided-light wood window PROVIDED the exterior muntins are putty profile and match the muntin width on the north and east elevation, per supplemental drawings received 27 January 2022.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/43333,,,,,,
OG 22-078,/records-research/project-search/og-22-078,HPA 22-131,"3123 N Street, NW
United States",Residence,"Rear addition, renovation, and restoration of front porch",Permit,"No objection to issuance of permit to reconstruct previously demolished front porch, alter fenestration at front basement, and construct a new rear addition, per supplemental materials received 27 January 2022.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/43333,,,,,,
OG 22-080,/records-research/project-search/og-22-080,HPA 22-133,"1049 30th Street, NW
United States",Commercial,"Alterations, site work",Revised permit,"No objection to revision to permit for change in window type for four windows on north elevation, per supplemental materials received 20 January 2022, which includes replacing the windows with fire-rated windows, as required by DCRA.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/43333,,,,,,
OG 22-082,/records-research/project-search/og-22-082,HPA 22-135,"1347 30th Street, NW
United States",Residence,Replace basement windows,Concept,"No objection to issuance of permit for replacement of existing basement windows with single-pane, one- and two-lite wood windows, per supplemental materials received 28 January 2022, PROVIDED the existing brickmould and carved wood lintels are retained; if either cannot be salvaged, they must be replicated and replaced in kind. File permit submission at DCRA with detailed and dimensioned drawings for review by the Commission.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/43333,,,,,,
OG 21-255,/records-research/project-search/og-21-255-0,HPA 21-459,"1059 Thomas Jefferson Street, NW
United States",Residence,Replace rear deck,Permit,"No objection to issuance of permit for repair and replacement in-kind of existing wood deck at rear, per supplemental materials received 15 November 2021.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/42124,,,,,,
OG 21-311,/records-research/project-search/og-21-311-0,HPA 21-543,"1805 Wisconsin Avenue, NW
United States",Commercial,Raze existing building for new three story building,Revised concept,"No objection to revised concept design for demolition of existing building and construction of new four-story building plus mechanical penthouse, per materials received 1 December 2021. File permit submission at DCRA with detailed and dimensioned drawings for review by the Commission.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/42124,,,,,,
OG 22-002,/records-research/project-search/og-22-002,HPA 22-012,"2500 Q Street, NW
United States",Multi-family residence,Window replacement - Existing alterations without review,Permit,"The Commission regrets that the windows were replaced prior to review or permit. No objection to issuance of permit for replacement of five aluminum windows on the third floor of the north facade, per supplemental materials received 19 November 2021. Note: Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.
",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/42124,,,,,,
OG 22-020,/records-research/project-search/og-22-020,HPA 22-048,"2903 P Street NW
United States",Residence,Repair and replace portion of fence,Permit,"No objection to issuance of permit for in-kind replacement of sections of deteriorated wood fencing, vehicular and pedestrian wood gates, and replacement of sidewalk bricks in public space, per supplemental materials received 22 November 2021.   Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/42124,,,,,,
OG 22-024,/records-research/project-search/og-22-024,HPA 22-052,"3207 M Street, NW
United States",Commercial,"Illuminated sign reading ""Bitty and Beau's Coffee""",Permit,"No objection to issuance of permit for a transom sign with halo-lit letters reading ""Bitty & Beau’s Coffee,"" per supplemental materials received 18 November 2021.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/42124,,,,,,
OG 22-025,/records-research/project-search/og-22-025,HPA 22-053,"1683 35th Street NW
United States",Residence,Install solar panels at roof,Permit,"No objection to issuance of permit for installation of rooftop solar panels, per supplemental materials received ___ December 2021, PROVIDED applicant continues to work with staff to reduce visibility of installation.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/42124,,,,,,
OG 22-026,/records-research/project-search/og-22-026,HPA 22-054,"1681 35th Street, NW
United States",Residence,Replace privacy gate and fence; replace patio,Permit,"No objection to issuance of permit for replacement of fence, gate, and finished-concrete patio at the rear, which generally match the existing, per supplemental materials received 30 November 2021.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/42124,,,,,,
OG 22-027,/records-research/project-search/og-22-027,HPA 22-055,"3259 Prospect Street, NW
United States",Residence,Fenestration alteration,Permit,"No objection to issuance of permit for fenestration alterations at the rear, per supplemental materials received 19 November 2021, which indicate existing windows shall be retained and restored and new windows will be installed where existing door openings are converted to window openings.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/42124,,,,,,
OG 22-029,/records-research/project-search/og-22-029,HPA 22-057,"3700 O Street, NW
United States",Georgetown University - Lauinger Library,Antennas for Verizon,Permit,"No objection to issuance of permit for installation of antennas on rooftop of Lauinger Library, per materials received 12 November 2021, which indicate the antennas on the penthouse walls would be painted to match the building.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/42124,,,,,,
OG 22-030,/records-research/project-search/og-22-030,HPA 22-058,"3208 Rear Volta Place, NW
United States",Residence,Addition,Permit,"No objection to issuance of permit for rooftop addition, per supplemental materials received 29 November 2021, which show the eave height would align with the eave height of the existing rooftop addition.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/42124,,,,,,
OG 22-031,/records-research/project-search/og-22-031,HPA 22-059,"1524 30th Street, NW
United States",Residence,Replace slate roof,Permit,"No objection to issuance of permit for replacement of existing slate roof, per materials received 12 November 2021. Drawings indicate that pattern, size, shape, and material of replacement roof will match existing.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/42124,,,,,,
OG 22-032,/records-research/project-search/og-22-032,HPA 22-060,"1055 Wisconsin Avenue, NWW
United States",Residence,Install sliding glass and steel panel enclosure at terrace facing C&O Canal,Concept,"No objection to concept design for enclosure of existing residential terrace using steel structure with operable glass wall and roof, per materials received 12 November 2021.  File permit submission at DCRA with detailed and dimensioned drawings for review by the Commission.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/42124,,,,,,
OG 22-035,/records-research/project-search/og-22-035,HPA 22-063,"2801 N Street, NW
United States",Kesher Israel Congregation of Georgetown,Demolish courtyard structure,Permit,"No objection to issuance of permit to demolish existing one-story structure located in rear courtyard, per materials received 12 November 2021, which indicate that the existing wall at the perimeter of the property shall remain.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/42124,,,,,,
OG 22-037,/records-research/project-search/og-22-037,HPA 22-065,"2714 P Street, NW
United States",Residence,Solar panels,Permit,"No objection to issuance of permit for installation of solar panels, per supplemental materials received 15 November 2021.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/42124,,,,,,
OG 22-038,/records-research/project-search/og-22-038,HPA 22-066,"1636 33rd Street, NW
United States",Residence,Replace three windows,Permit,"No objection to issuance of permit for replacement of three windows on rear facade, per supplemental materials received ___ December 2021, PROVIDED true-divided single-pane lites without LoE coatings are specified.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/42124,,,,,,
OG 22-039,/records-research/project-search/og-22-039,HPA 22-067,"3000 K Street, NW
United States",Commercial,Convert window opening to door,Permit,"No objection to issuance of permit to install new door at already-existing pedestrian opening at K Street-facing elevation, per supplemental materials received 18 November 2021.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/42124,,,,,,
OG 22-040,/records-research/project-search/og-22-040,HPA 22-068,"3129 N Street, NW
United States",Residence,"Replace front steps; alterations to rear, gate, and landscape",Permit,"No objection to issuance of permit for alterations to rear elevation, replacement of windows on the west elevation, new side yard gate, relocation of front garden wall to expand parking pad, and replacement of front stairs and railing, per supplemental materials received 18 November 2021.   Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/42124,,,,,,
OG 22-043,/records-research/project-search/og-22-043,HPA 22-071,"3015 Orchard Lane, NW
United States",Residence,"New rear addition and dormer; new shutters, doors, and garage door at front; site alterations",Permit,"No objection to issuance of permit for alterations and additions to the front and rear of the property, which would be visible from a public thoroughfare, per materials received 12 November 2021, including a small front attic dormer; a new garage door and shutters in a colonial revival style; a new front door and gate; and a new rear addition and dormer.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/42124,,,,,,
OG 22-044,/records-research/project-search/og-22-044,HPA 22-072,"2531 P Street NW
United States",Commercial,Add operable shutters to first and second floor windows,Permit,"No objection to issuance of permit for installation of exterior operable single-panel shutters on the first and second stories, per supplemental materials received 1 December 2021.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/42124,,,,,,
OG 22-045,/records-research/project-search/og-22-045,HPA 22-073,"1691 34th Street NW
United States",Residence,Replace garage door and widen opening; relocate mechanical equipment,Permit,"No objection to issuance of permit for widening of garage door opening and installation of a new garage door, per materials received 12 November 2021.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/42124,,,,,,
OG 22-046,/records-research/project-search/og-22-046,HPA 22-074,"3231 Reservoir Road, NW
United States",Residence,New garage,Permit,"No objection to issuance of permit for new garage at rear property line, per supplemental materials received 18 November 2021.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/42124,,,,,,
OG 21-257,/records-research/project-search/og-21-257-0,HPA 21-461,"2804 Dumbarton Street, NW
United States",Single-family residence,Replace windows on front and rear; replace rear doors,Permit,"No objection to issuance of permit for replacement windows on the front and rear, and the replacement of rear doors, per supplemental materials received 12 October 2021, PROVIDED single-pane TDL windows with 5/8"" muntins are used for the new windows on the north, street-facing facade.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/42122,,,,,,
