0,1,2,3,4,5,6
OG 22-116 (HPA 22-209),"Residence, 3420 P Street, NW.   Replace rear door, new rear terrace and privacy wall. Permit.",/records-research/project-search/og-22-116-0,OG 22-116,,,[]
OG 22-103 (HPA 22-196),"Residence, 2523 P Street, NW.   Wrap metal stairs with brick, replace railings. Concept.",,,,,[]
OG 22-087 (HPA 22-158),"Residence, 3321 N Street, NW.   Replace garage door and add pedestrian door. Permit.",/records-research/project-search/og-22-087-1,OG 22-087,,,[]
OG 22-126 (HPA 22-219),"Residence, 2714 Poplar Street, NW.   Window and door replacement, basement addition; landscape modifications. Permit.",/records-research/project-search/og-22-126-0,OG 22-126,,,[]
OG 22-119 (HPA 22-212),"Commercial, 1063 Wisconsin Avenue, NW.   Signage - Laveda Lash and Brow . Permit.",,,,,[]
OG 22-112 (HPA 22-205),"Commercial, 3128 M Street, NW.   Signage for Buck Mason, alterations. Revised permit.",,,,,[]
OG 22-114 (HPA 22-207),"Commercial, 1353 - 1355 Wisconsin Avenue, NW.   Signage for Maman Bakery, permanent floral decor, seating. Concept.",/records-research/project-search/og-22-114-0,OG 22-114,,,[]
OG 22-111 (HPA 22-204),"Commercial, 2900 - 2922 M Street, NW.   Temporary art installation. Permit.",,,,,[]
OG 22-120 (HPA 22-213),"Residence, 3419 Reservoir Road, NW.   Window replacement. Permit.",/records-research/project-search/og-22-120-0,OG 22-120,,,[]
OG 21-281 (HPA 21-485),"Commercial, 3300 Whitehaven Street, NW.   New five-story residential building. Concept.",,,,,[]
OG 22-084 (HPA 22-155),"Commercial, 1071 - 1075 Thomas Jefferson Street, NW.   Interior renovation, landscaping, and addition. Concept.",,,,,[]
OG 22-055 (HPA 22-108),"Residence, 3418 Reservoir Road, NW.   Addition. Concept.",/records-research/project-search/og-22-055-2,OG 22-055,,,[]
OG 22-076 (HPA 22-129),"Residence, 3401 N Street, NW.   Screened-porch addition, fenestration alterations, wall reconstruction. Concept.",,,,,[]
OG 22-083 (HPA 22-136),"Residence, 3024 Q Street, NW.   Construct new covered porch at rear. Concept.",,,,,[]
OG 22-051 (HPA 22-104),"Residence, 2737 O Street, NW.   Replace entrance stair, install gas lamp and trim at door, new deck. Concept.",,,,,[]
OG 22-087 (HPA 22-158),"Residence, 3321 N Street, NW.   Replace garage door and add pedestrian door. Permit.",/records-research/project-search/og-22-087-1,OG 22-087,,,[]
OG 22-086 (HPA 22-157),"Residence, 3028 N Street, NW.   Replace windows and doors on side and rear. Permit.",/records-research/project-search/og-22-086-0,OG 22-086,,,[]
OG 22-090 (HPA 22-161),"Commercial, 3219 M Street, NW.   Recover awning for Sunglass Hut. Permit.",,,,,[]
OG 22-011 (HPA 22-021),"Residence, 3327 Q Street, NW.   Rear addition. Concept.",/records-research/project-search/og-22-011-0,OG 22-011,,,[]
OG 22-047 (HPA 22-100),"Residence, 2819 N Street, NW.   Rear addition, alterations. Concept.",/records-research/project-search/og-22-047-0,OG 22-047,,,[]
OG 21-270 (HPA 21-474),"Commercial, 3000 M Street, NW.   Construction of a seven-story mixed-use building. Concept.",,,,,['/system/files/meeting-materials/3000%20M%20Street%2C%20NW.pdf']
OG 22-069 (HPA 22-070),"New hotel, 3401 Water Street, NW.   Construct five-story plus penthouse addition atop existing two-story building. Revised concept.",/records-research/project-search/og-22-069-1,OG 22-069,,,['/system/files/meeting-materials/OG%2022-070%203401%20Water%20Street%2C%20NW.pdf']
OG 21-281 (HPA 21-485),"Commercial, 3300 Whitehaven Street, NW.   New five-story residential building. Concept.",,,,,['/system/files/meeting-materials/OG%2021-281%20-%203300%20Whitehaven%20Street%20NW%20%281-18%29.pdf']
OG 22-048 (HPA 22-101),"Dumbarton Oaks, 1703 32nd Street, NW.   Addition to existing greenhouse, site work. Revised concept.",/records-research/project-search/og-22-048,OG 22-048,,,['/system/files/meeting-materials/OG%2022-048%20%201703%2032nd%20Street%2C%20NW.pdf']
OG 22-047 (HPA 22-100),"Residence, 2819 N Street, NW.   Rear addition, alterations. Concept.",/records-research/project-search/og-22-047-0,OG 22-047,,,['/system/files/meeting-materials/OG%2022-047%20%202819%20N%20Street%2C%20NW.pdf']
OG 22-055 (HPA 22-108),"Residence, 3418 Reservoir Road, NW.   Addition. Concept.",/records-research/project-search/og-22-055-2,OG 22-055,,,['/system/files/meeting-materials/OG%2022-055%20%203418%20Reservoir%20Road%2C%20NW.pdf']
OG 22-076 (HPA 22-129),"Residence, 3401 N Street, NW.   Screened-porch addition, fenestration alterations, wall reconstruction. Concept.",,,,,['/system/files/meeting-materials/OG%2022-076%20%203401%20N%20Street%2C%20NW.pdf']
OG 22-072 (HPA 22-125),"Residence, 2823 N Street, NW.   Porch woodwork restoration, door replacement, new railings. Permit.",,,,,['/system/files/meeting-materials/OG%2022-072%20%202823%20N%20Street%2C%20NW.pdf']
OG 22-057 (HPA 22-110),"Residence, 3216 Reservoir Road, NW.   Infill pedestrian alley. Permit.",/records-research/project-search/og-22-057,OG 22-057,,,['/system/files/meeting-materials/OG%2022-057%20%203216%20Reservoir%20Road%2C%20NW.pdf']
OG 22-074 (HPA 22-127),"Institution, 3100 R Street, NW.   Stoop and fenestration alterations, site work. Concept.",/records-research/project-search/og-22-074,OG 22-074,,,['/system/files/meeting-materials/OG%2022-074%20%203100%20R%20Street%2C%20NW.pdf']
OG 22-073 (HPA 22-126),"Residence, 1234 34th Street, NW.   Window and door replacement. Permit.",,,,,['/system/files/meeting-materials/OG%2022-073%20%201234%2034th%20Street%2C%20NW.pdf']
OG 22-062 (HPA 22-115),"Residence, 3147 P Street, NW.   Site alterations, green roof. Concept.",,,,,['/system/files/meeting-materials/OG%2022-062%20%203147%20P%20Street%2C%20NW.pdf']
OG 22-065 (HPA 22-118),"Commercial, 3122 M Street, NW.   Storefront alterations, signage for Smoothie King. Concept.",,,,,['/system/files/meeting-materials/OG%2022-065%20%203122%20M%20Street%2C%20NW.pdf']
OG 22-053 (HPA 22-106),"Residence, 3221 Volta Place, NW.   Site work, alterations. Permit.",,,,,['/system/files/meeting-materials/OG%2022-053%20%203221%20Volta%20Place%2C%20NW.pdf']
OG 22-054 (HPA 22-107),"Commercial, 2811 M Street, NW.   Double door installation at storefront. Permit.",/records-research/project-search/og-22-054,OG 22-054,,,['/system/files/meeting-materials/OG%2022-054%202811%20M%20Street%2C%20NW.pdf']
OG 22-017 (HPA 22-027),"Public Right of Way, Curb Lane of M Street and Wisconsin Avenue, NW.   Sidewalk extensions in curb lane on M and Wisconsin. Permit.",/records-research/project-search/og-22-017-0,OG 22-017,,,['/system/files/meeting-materials/1%20OG%2022-017%20BID%20Sidewalk%20Extension%20Project%20UPDATED%20presentation%20%2812-01%29.pdf']
OG 22-041 (HPA 22-069),"Commercial, 2715 Pennsylvania Avenue, NW.   Extension of fencing and shipping container permits. Permit.",/records-research/project-search/og-22-041-0,OG 22-041,,,['/system/files/meeting-materials/2%20%20OG%2022-041%20%202715%20Pennsylvania%20Avenue%2C%20NW.pdf']
OG 22-036 (HPA 22-064),"Commercial, 3000 & 3050 K Street, NW.   Flood mitigation wall. Concept.",,,,,['/system/files/meeting-materials/3%20OG%2022-036%203000-3050%20K%20Street%2C%20NW%20-%20flood%20wall%20sm.pdf']
OG 22-042 (HPA 22-070),"New hotel, 3401 Water Street, NW.   Construct five-story plus penthouse addition atop existing two-story building. Concept.",/records-research/project-search/og-22-069-1,OG 22-069,,,['/system/files/meeting-materials/4%20%20OG%2022-042%203401%20Water%20Street%20NW%20%2811-18%29%20sm.pdf']
OG 21-270 (HPA 21-474),"Commercial, 3000 M Street, NW.   Construction of a seven-story mixed-use building. Concept.",,,,,['/system/files/meeting-materials/5%20%20OG%2021-270%20%203000%20M%20Street%2C%20NW.pdf']
OG 22-028 (HPA 22-056),"Multifamily residential, 3220 Prospect Street, NW.   New five-story residential building. Permit.",/records-research/project-search/og-22-028-0,OG 22-028,,,[]
OG 22-011 (HPA 22-021),"Residence, 3327 Q Street, NW.   Rear addition. Concept.",/records-research/project-search/og-22-011-0,OG 22-011,,,[]
OG 22-022 (HPA OG 22-050),"Commercial, 1220-1236 31st Street, NW.   Alterations. Permit.",/records-research/project-search/og-22-022-0,OG 22-022,,,['/system/files/meeting-materials/9%20%20OG%2022-022%20%201220-36%2031st%20Street%2C%20NW%20sm.pdf']
OG 21-181 (HPA 21-336),"Residence, 1660 33rd Street, NW.   Window, trim, stucco, and light replacement. Permit.",/records-research/project-search/og-21-181-1,OG 21-181,,,['/system/files/meeting-materials/10%20OG%2021-181%201660%2033rd%20Street%20%2811-19%29.pdf']
OG 22-033 (HPA 22-061),"Commercial, 1855 Wisconsin Avenue, NW.   Install new tenant signage, replace door with fixed glazing; new rooftop mechanical. Permit.",/records-research/project-search/og-22-033-0,OG 22-033,,,['/system/files/meeting-materials/11%20OG%2022-033%201855%20Wisconsin%20Avenue%20NW%20%2812-1%29.pdf']
OG 21-270 (HPA 21-474),"Commercial, 3000 M Street, NW.   Construction of a seven-story mixed-use building. Concept.",,,,,['/system/files/meeting-materials/2%20%20OG%2021-270%20%203000%20M%20Street%2C%20NW.pdf']
OG 22-004 (HPA 22-014),"Residence, 3524-3526 K Street, NW.   Demolition of two existing residences; construction of new 4-story, 8-unit apartment building. Concept.",,,,,['/system/files/meeting-materials/3%20OG%2022-004%203524-3526%20K%20Street%20NW%20%2810-26%29sm.pdf']
OG 21-248 (HPA 21-452),"Commercial, 3223 M Street, NW.   Addition. Concept.",/records-research/project-search/og-21-248-2,OG 21-248,,,['/system/files/meeting-materials/4%20%20OG%2021-248%20%203223%20M%20Street%2C%20NW%20sm_1.pdf']
OG 22-015 (HPA 22-025),"Commercial, 3033 M Street, NW.   Storefront alterations, new sign for Reformation. Concept.",/records-research/project-search/og-22-015-0,OG 22-015,,,['/system/files/meeting-materials/6%20%20OG%2022-015%20%203033%20M%20Street%2C%20NW.pdf']
OG 21-314 (HPA 21-546),"Residence, 3231 Reservoir Road, NW.   New garage. Concept.",/records-research/project-search/og-21-314-0,OG 21-314,,,['/system/files/meeting-materials/7%20%20OG%2021-314%20%203231%20Reservoir%20Road%2C%20NW.pdf']
OG 22-011 (HPA 22-021),"Residence, 3327 Q Street, NW.   Rear addition. Concept.",/records-research/project-search/og-22-011-0,OG 22-011,,,[]
OG 22-013 (HPA 22-023),"Residence, 1688 31st Street, NW.   New garage, rear addition, alterations. Concept.",/records-research/project-search/og-22-013-0,OG 22-013,,,[]
OG 21-237 (HPA 21-438),"Georgetown University - Lauinger Library, 3700 O Street, NW.   Antennas for Verizon. Concept.",/records-research/project-search/og-21-237-1,OG 21-237,,,['/system/files/meeting-materials/12%20%20OG%2021-237%20%203700%20O%20Street%2C%20NW%20sm.pdf']
OG 21-268 (HPA 21-472),"Residence, 3104 Dumbarton Street, NW.   Replace windows, doors, and garage door. Concept.",,,,,[]
OG 21-270 (HPA 21-474),"Commercial, 3000 M Street, NW.   Construction of a seven-story mixed-use building. Concept.",,,,,['/system/files/meeting-materials/1%20%20OG%2021-270%20%203000%20M%20Street%2C%20NW%20-%20development-sm.pdf']
OG 21-311 (HPA 21-543),"Commercial, 1805 Wisconsin Avenue, NW.   Raze existing building for new four story building. Concept.",/records-research/project-search/og-21-311-1,OG 21-311,,,['/system/files/meeting-materials/3%20OG%2021-311%201805%20Wisconsin%20Avenue%20%289-17%29.pdf']
OG 21-248 (HPA 21-452),"Commercial, 3223 M Street, NW.   Addition. Concept.",/records-research/project-search/og-21-248-2,OG 21-248,,,['/system/files/meeting-materials/4%20%20OG%2021-248%20%203223%20M%20Street%2C%20NW%20sm.pdf']
OG 21-272 (HPA 21-476),"Residence, 1511 30th Street, NW.   Rear addition. Concept.",/records-research/project-search/og-21-272-1,OG 21-272,,,['/system/files/meeting-materials/5%20%20OG%2021-272%20%201511%2030th%20Street%2C%20NW.pdf']
OG 21-253 (HPA 21-457),"Commercial, 3139 M Street, NW.   Storefront alterations, window replacement. Concept.",/records-research/project-search/og-21-253-1,OG 21-253,,,['/system/files/meeting-materials/7%20%20OG%2021-253%20%203139%20M%20Street%2C%20NW.pdf']
OG 21-289 (HPA 21-493),"Residence, 3147 P Street, NW.   Addition. Concept.",/records-research/project-search/og-21-289-0,OG 21-289,,,['/system/files/meeting-materials/6%20%20OG%2021-289%20%203147%20P%20Street%2C%20NW%20sm.pdf']
OG 21-280 (HPA 21-484),"Commercial, 3128 M Street, NW.   Signage for Buck Mason, alterations. Permit.",/records-research/project-search/og-21-280-1,OG 21-280,,,['/system/files/meeting-materials/8%20%20OG%2021-280%20%203128%20M%20Street%2C%20NW.pdf']
OG 21-315 (HPA 21-547),"Residence, 2908 N Street, NW.   Alterations at front court and brick accessory structure. Permit.",/records-research/project-search/og-21-315-0,OG 21-315,,,['/system/files/meeting-materials/13%20OG%2021-315%202908%20N%20Street%20%289-23%29.pdf']
OG 21-301 (HPA 21-533),"Residence, 2908 N Street NW.   Install pool, deck, fence, planters, and window boxes. Permit.",/records-research/project-search/og-21-301-0,OG 21-301,,,['/system/files/meeting-materials/14%20OG%2021-301%202908%20N%20Street%20%289-23%29.pdf']
OG 21-307 (HPA 21-539),"Residence, 1691 34th Street NW.   Replace garage door and widen opening; relocate mechanical equipment. Concept.",/records-research/project-search/og-21-307-0,OG 21-307,,,['/system/files/meeting-materials/15%20OG%2021-307%201691%2034th%20Street%20%289-22%29.pdf']
OG 21-312 (HPA 21-544),"Residence, 1690 32nd Street, NW.   Window and door replacement. Permit.",/records-research/project-search/og-21-312-1,OG 21-312,,,['/system/files/meeting-materials/20%20%20OG%2021-312%20%201690%2032nd%20Street%2C%20NW.pdf']
OG 21-281 (HPA 21-485),"Commercial, 3300 Whitehaven Street, NW.   New five-story residential building. Concept.",,,,,[]
OG 21-288 (HPA 21-492),"Multifamily residential, 3220 Prospect Street, NW.   New five-story residential building. Revised concept.",/records-research/project-search/og-21-288-0,OG 21-288,,,[]
OG 21-270 (HPA 21-474),"Commercial, 3000 M Street, NW.   Construction of a seven-story mixed-use building. Concept.",,,,,[]
OG 21-211 (HPA 21-390),"Commercial, 3000 M Street, NW.   Open-air eatery. Concept.",/records-research/project-search/og-21-211-2,OG 21-211,,,[]
OG 21-248 (HPA 21-452),"Commercial, 3223 M Street, NW.   Addition. Concept.",/records-research/project-search/og-21-248-2,OG 21-248,,,[]
OG 21-275 (HPA 21-479),"Commercial, 3270 M Street, NW.   Fenestration alterations. Concept.",/records-research/project-search/og-21-275-1,OG 21-275,,,[]
OG 21-267 (HPA 21-401),"Residence, 3123 N Street, NW.   Rear addition, renovation, and restoration of front porch. Concept.",/records-research/project-search/og-21-222-0,OG 21-222,,,[]
OG 21-285 (HPA 21-489),"Residence, 3416 Prospect Street, NW.   Addition. Concept.",/records-research/project-search/og-21-285-0,OG 21-285,,,[]
OG 21-271 (HPA 21-475),"Residence, 3208 Rear Volta Place, NW.   Addition. Concept.",/records-research/project-search/og-21-271-0,OG 21-271,,,[]
OG 21-272 (HPA 21-476),"Residence, 1511 30th Street, NW.   Rear addition. Concept.",/records-research/project-search/og-21-272-1,OG 21-272,,,[]
OG 21-278 (HPA 21-482),"Residence, 1688 31st Street, NW.   New garage, rear addition, alterations. Concept.",/records-research/project-search/og-21-278-1,OG 21-278,,,[]
OG 21-251 (HPA 21-455),"Residence, 1687 34th Street, NW.   Window and door replacement on rear elevation. Permit.",/records-research/project-search/og-21-251-0,OG 21-251,,,[]
OG 21-274 (HPA 21-478),"Residence, 2908 N Street, NW.   Landscape alterations, new pool, revisions to previously approved front elevation. Permit.",/records-research/project-search/og-21-274-1,OG 21-274,,,[]
OG 21-200 (HPA 21-355),"Residence, 3015 Orchard Lane, NW.   Rear addition, garage door replacement, landscape alterations. Concept.",/records-research/project-search/og-21-200-1,OG 21-200,,,[]
OG 21-253 (HPA 21-457),"Commercial, 3139 M Street, NW.   Storefront alterations, window replacement. Concept.",/records-research/project-search/og-21-253-1,OG 21-253,,,[]
OG 21-247 (HPA 21-451),"Commercial, 3336 M Street, NW.   Signage - Avocado Mattress. Permit.",/records-research/project-search/og-21-247-1,OG 21-247,,,[]
OG 21-255 (HPA 21-459),"Residence, 1059 Thomas Jefferson Street, NW.   Replace rear deck. Permit.",/records-research/project-search/og-21-255-1,OG 21-255,,,[]
OG 21-265 (HPA 21-469),"Residence, 3421 R Street, NW.   Alterations to existing porch. Permit.",/records-research/project-search/og-21-265-0,OG 21-265,,,[]
OG 21-283 (HPA 21-487),"Residence, 2822 Olive Street, NW.   Replace windows, shutters, doors, new door surround, and balcony replacement. Permit.",/records-research/project-search/og-21-283-1,OG 21-283,,,[]
OG 21-266 (HPA 21-470),"Residence, 1618 34th Street, NW.   Replacement windows and doors, replace fence, roof, gutter, downspouts, new lighting. Permit.",/records-research/project-search/og-21-266-1,OG 21-266,,,[]
OG 21-269 (HPA 21-473),"Residence, 2445 P Street, NW.   New handrail, fencing. Concept.",/records-research/project-search/og-21-269-1,OG 21-269,,,[]
OG 21-204 (HPA 21-358),"Office building, 1212 Potomac Street, NW.   Install bust on pediment at front. Revised permit.",/records-research/project-search/og-21-204-1,OG 21-204,,,[]
OG 21-237 (HPA 21-438),"Georgetown University - Lauinger Library, 3700 O Street, NW.   Antennas for T-Mobile. Concept.",/records-research/project-search/og-21-237-1,OG 21-237,,,[]
OG 21-239 (HPA 21-440),"Residence, 2714 P Street, NW.   Solar panels. Permit.",/records-research/project-search/og-21-239-1,OG 21-239,,,[]
OG 21-250 (HPA 21-454),"Commercial, 2701 P Street, NW.   Awning fabric replacement - existing alterations without review. Permit.",/records-research/project-search/og-21-250-0,OG 21-250,,,[]
OG 21-136 (HPA 21-245),"Single-family residence, 3134 Dumbarton Street, NW.   Window, door, gutter replacement and new rear addition. Permit.",,,,,[]
OG 21-181 (HPA 21-336),"Residence, 1660 33rd Street, NW.   Window, trim, stucco, and light replacement. Permit.",/records-research/project-search/og-21-181-1,OG 21-181,,,[]
OG 21-187 (HPA 21-342),"Residence, 2928 P Street, NW.   Install two lanterns at front entrance. Concept.",/records-research/project-search/og-21-187-0,OG 21-187,,,[]
OG 21-257 (HPA 21-461),"Single-family residence, 2804 Dumbarton Street, NW.   Replace windows on front and rear; replace rear doors. Permit.",/records-research/project-search/og-21-257-1,OG 21-257,,,[]
OG 21-241 (HPA 21-445),"Residence, 1304 27th Street, NW.   Replace windows. Permit.",/records-research/project-search/og-21-241-0,OG 21-241,,,[]
OG 21-211 (HPA 21-390),"Commercial, 3000 M Street, NW.   Open-air eatery. Concept.",/records-research/project-search/og-21-211-2,OG 21-211,,,['/system/files/meeting-materials/OG%2021-211%20%203000%20M%20Street%2C%20NW.pdf']
OG 21-200 (HPA 21-355),"Residence, 3015 Orchard Lane, NW.   Rear addition, garage door replacement, landscape alterations. Concept.",/records-research/project-search/og-21-200-1,OG 21-200,,,['/system/files/meeting-materials/OG%2021-200%20%203015%20Orchard%20Lane%20NW.pdf']
OG 21-199 (HPA 21-354),"Residence, 3015 Dumbarton Street, NW.   One-story rear addition, new dormer, window, door, and shutter replacement. Concept.",/records-research/project-search/og-21-199-1,OG 21-199,,,['/system/files/meeting-materials/OG%2021-199%203015%20Dumbarton%20Street%20NW.pdf']
OG 21-230 (HPA 21-409),"Residence, 1609 35th Street, NW.   Renovate carriage house. Concept.",/records-research/project-search/og-21-230-1,OG 21-230,,,['/system/files/meeting-materials/OG%2021-230%201609%2035th%20Street%2C%20NW.pdf']
OG 21-224 (HPA 21-403),"Residence, 3406 N Street, NW.   Addition at garage. Concept.",/records-research/project-search/og-21-224-0,OG 21-224,,,['/system/files/meeting-materials/OG%2021-224%20%203406%20N%20Street%2C%20NW%20-%20garage.pdf']
OG 21-225 (HPA 21-404),"Residence, 3406 N Street, NW.   Stoop replacement, window and door alterations. Permit.",/records-research/project-search/og-21-225-1,OG 21-225,,,['/system/files/meeting-materials/OG%2021-225%20%203406%20N%20Street%2C%20NW%20-%20stoop.pdf']
OG 21-228 (HPA 21-407),"Residence, 3312 N Street, NW.   Rear addition. Concept.",/records-research/project-search/og-21-228-0,OG 21-228,,,['/system/files/meeting-materials/OG%2021-228%20%203312%20N%20Street%2C%20NW.pdf']
OG 21-221 (HPA 21-400),"Residence, 1243 34th Street, NW.   Rear addition and renovation. Concept.",/records-research/project-search/og-21-221-1,OG 21-221,,,['/system/files/meeting-materials/OG%2021-221%201243%2034th%20Street%2C%20NW.pdf']
OG 21-222 (HPA 21-401),"Residence, 3123 N Street, NW.   Rear addition, renovation, and restoration of front porch. Concept.",/records-research/project-search/og-21-222-0,OG 21-222,,,['/system/files/meeting-materials/OG%2021-222%203123%20N%20Street%2C%20NW.pdf']
OG 21-208 (HPA 21-387),"Commercial, 3235 M Street, NW.   New sign reading ""Aerie"". Permit.",/records-research/project-search/og-21-208-0,OG 21-208,,,['/system/files/meeting-materials/OG%2021-208%20%203235%20M%20Street%2C%20NW.pdf']
OG 21-210 (HPA 21-389),"Commercial, 3279 M Street, NW.   Signage - Gong Cha Bubble Tea. Permit.",/records-research/project-search/og-21-210-0,OG 21-210,,,['/system/files/meeting-materials/OG%2021-210%203279%20M%20Street%2C%20NW.pdf']
OG 21-219 (HPA 21-398),"Residence, 3401 Prospect Street, NW.   Replace site walls. Concept.",/records-research/project-search/og-21-219-1,OG 21-219,,,['/system/files/meeting-materials/OG%2021-219%203401%20Prospect%20Street%2C%20NW.pdf']
OG 21-218 (HPA 21-397),"Residence, 1537 30th Street, NW, Unit D1.   Window installation. Concept.",/records-research/project-search/og-21-218-1,OG 21-218,,,['/system/files/meeting-materials/OG%2021-218%20%201537%2030th%20Street%2C%20NW_1.pdf']
OG 21-213 (HPA 21-392),"Commercial, 1075 Wisconsin Avenue, NW.   Door and window replacement. Permit.",/records-research/project-search/og-21-213-1,OG 21-213,,,['/system/files/meeting-materials/OG%2021-213%20%201075%20Wisconsin%20Ave%2C%20NW.pdf']
OG 21-233 (HPA 21-412),"Residence, 3321 N Street, NW.   Roof replacement, chimney repair. Permit.",/records-research/project-search/og-21-233-1,OG 21-233,,,['/system/files/meeting-materials/OG%2021-233%20%203321%20N%20Street%2C%20NW.pdf']
OG 21-207 (HPA 21-386),"Institution, 3205 S Street, NW.   Roof replacement. Permit.",/records-research/project-search/og-21-207-0,OG 21-207,,,['/system/files/meeting-materials/OG%2021-207%203205%20S%20Street%2C%20NW.pdf']
OG 21-182 (HPA 21-337),"Residence, 1551 33rd Street, NW.   Rooftop solar panels. Permit.",/records-research/project-search/og-21-182-0,OG 21-182,,,['/system/files/meeting-materials/OG%2021-182%201551%2033rd%20Street%2C%20NW.pdf']
OG 21-082 (HPA 21-159),"Dumbarton Oaks, 1703 32nd Street, NW.   Addition to existing greenhouse, site work. Concept.",/records-research/project-search/og-21-082-2,OG 21-082,,,[]
OG 21-164 (HPA 21-303),"Multi-family residence, 1305 - 1315 30th Street, NW.   Window and door replacement, new rear balconies, parking structure, and interior renovation. Concept.",/records-research/project-search/og-21-164-2,OG 21-164,,,['/system/files/meeting-materials/OG%2021-164%201305-1315%2030th%20Street%2C%20NW.pdf']
OG 21-192 (HPA 21-347),"Mixed-use, 3000 K Street, NW.   Terrace renovations. Concept.",/records-research/project-search/og-21-192-1,OG 21-192,,,['/system/files/meeting-materials/OG%2021-192%203000%20K%20Street%2C%20NW.pdf']
OG 21-195 (HPA 21-350),"Residence, 1607 28th Street, NW.   Second floor addition at rear. Concept.",/records-research/project-search/og-21-195-1,OG 21-195,,,['/system/files/meeting-materials/OG%2021-195%20%201607%2028th%20Street%2C%20NW.pdf']
OG 21-199 (HPA 21-354),"Residence, 3015 Dumbarton Street, NW.   One-story rear addition, new dormer, window, door, and shutter replacement. Concept.",/records-research/project-search/og-21-199-1,OG 21-199,,,['/system/files/meeting-materials/OG%2021-199%203015%20Dumbarton%20Street%2C%20NW.pdf']
OG 21-189 (HPA 21-344),"Residence, 3421 R Street, NW.   Siding and trim replacement; expand deck. Permit.",/records-research/project-search/og-21-189-1,OG 21-189,,,['/system/files/meeting-materials/OG%2021-189%203421%20R%20Street%2C%20NW.pdf']
OG 21-202 (HPA 21-357),"Residence, 1677 32nd Street, NW.   Replace shutters and front door surround. Concept.",/records-research/project-search/og-21-202-1,OG 21-202,,,['/system/files/meeting-materials/OG%2021-202%201677%2032nd%20Street%2C%20NW.pdf']
OG 21-176 (HPA 21-331),"Residence, 1678 32nd Street, NW.   Install solar panels on roof. Concept.",/records-research/project-search/og-21-176-0,OG 21-176,,,['/system/files/meeting-materials/OG%2021-176%201678%2032nd%20Street%2C%20NW.pdf']
OG 21-162 (HPA 21-301),"Institution, 2801 N Street, NW.   Security bollards, replacement doors, and metal security fence. Concept.",/records-research/project-search/og-21-162-1,OG 21-162,,,['/system/files/meeting-materials/OG%2021-162%202801%20N%20Street%2C%20NW_1.pdf']
OG 21-170 (HPA 21-309),"Residence, 3148 Q Street, NW.   Fence and retaining wall replacement. Permit.",/records-research/project-search/og-21-170-2,OG 21-170,,,['/system/files/meeting-materials/OG%2021-170%203148%20Q%20Street%2C%20NW_1.pdf']
OG 21-154 (HPA 21-293),"Residence, 1244 34th Street, NW.   Replace fence. Concept.",/records-research/project-search/og-21-154-0,OG 21-154,,,['/system/files/meeting-materials/OG%2021-154%20%201244%2034th%20Street%2C%20NW.pdf']
OG 21-204 (HPA 21-358),"Office building, 1212 Potomac Street, NW.   Install bust on pediment at front. Revised permit.",/records-research/project-search/og-21-204-1,OG 21-204,,,['/system/files/meeting-materials/OG%2021-204%20%201212%20Potomac%20Street%2C%20NW.pdf']
OG 21-198 (HPA 21-353),"Commercial, 1524 - 1526 Wisconsin Avenue, NW.   Signage and alterations - Georgetown Butcher, Seafood & Market. Concept.",/records-research/project-search/og-21-198-0,OG 21-198,,,['/system/files/meeting-materials/OG%2021-198%201524-1526%20Wisconsin%20Avenue%2C%20NW.pdf']
OG 21-186 (HPA 21-341),"Commercial, 1614 Wisconsin Avenue, NW.   Change fixed window to operable. Concept.",/records-research/project-search/og-21-186-1,OG 21-186,,,[]
CFA 20/MAY/21-x ,"C&O Canal National Historic Park, C&O Canal adjacent to 34th Street pedestrian bridge.   New kayak and canoe launch dock. Concept.",,,,,['/system/files/meeting-materials/C%26amp%3BO%20Canal%20Dock%20Drawings.pdf']
OG 21-171 (HPA 21-310),"Residence, 2920 R Street, NW.   Two-story addition, underground garage, driveway ramp. Concept.",/records-research/project-search/og-21-171-1,OG 21-171,,,['/system/files/meeting-materials/OG%2021-171%202920%20R%20Street%2C%20NW.pdf']
OG 21-111 (HPA 21-205),"Commercial, 1805 Wisconsin Avenue, NW.   Raze existing building for new four story building. Concept.",/records-research/project-search/og-21-111-2,OG 21-111,,,['/system/files/meeting-materials/3%20OG%2021-111%201805%20Wisconsin%20Avenue%2C%20NW.pdf']
OG 21-162 (HPA 21-301),"Institution, 2801 N Street, NW.   Security bollards, replacement doors, and metal security fence. Concept.",,,,,['/system/files/meeting-materials/OG%2021-162%202801%20N%20Street%2C%20NW.pdf']
OG 21-164 (HPA 21-303),"Multi-family residence, 1305 - 1315 30th Street, NW.   Window and door replacement, new rear balconies, parking structure, and interior renovation. Concept.",,,,,['/system/files/meeting-materials/OG%2021-164%201305-15%2030th%20Street%2C%20NW.pdf']
OG 21-168 (HPA 21-307),"Residence, 2714 Poplar Street, NW.   Window and door replacement, underpinning and extension of basement; landscape modifications. Concept.",,,,,['/system/files/meeting-materials/OG%2021-168%20%202714%20Poplar%20Street%20NW.pdf']
OG 21-135 (HPA 21-244),"Residence, 1698 32nd Street, NW.   New dormers, new windows, fenestration alterations. Concept.",/records-research/project-search/og-21-135-2,OG 21-135,,,['/system/files/meeting-materials/OG%2021-135%20%201698%2032nd%20Street%2C%20NW_1.pdf']
